the_geom,name,OBJECTID,FOLIO,ID,ZIPCODE,PHONE,CONTACT,TOTACRE,POINT_X,POINT_Y,CLASS,TYPE,MNGTAGCY,MUNICIPAL_,PROPNUM,PARKURL,AMPHITHEAT,AUDITORIUM,ARCHERY,BASEBALL,BASKETBALL,BEACH,BMXTRACK,BOATRAMP,CAMPGROUND,RVCAMPGROU,DOGPARK,EQUESTRIAN,FOOTBALL,FRISBEEGOL,GOLF,GOLFDRIVIN,GUNRANGE,GYMNASIUM,MARINA,MOUNTAINBI,NATURECENT,NATURETRAI,RAQUETBALL,REC_CENTER,ROLLERHOCK,SHELTER,SKATING,SOCCER,STADIUM,SWIMMING,TENNIS,TOTLOT,TRACK400,TRAIL,VOLLEYBALL,WETPLAYGRO,WIFI,ZOO,GlobalID,created_user,created_date,last_edited_user,last_edited_date,FACILITYPLAN,ART,BIKETRAIL,CANOE_LAUNCH,FITNESSZONE,PLAYGROUND,RESTROOM,Location 1,ADDRESS,CITY,lat,lon,park_size
POINT (-80.31921271364872 25.608204641392522),Bill Sadowski Preserve,38,3350340260020,48,33157,305-255-4767,NA,29.26,880510.999807,463866.9998,Natural Area Preserve,Area-Wide,MiamiDadePark,County,503401,http://www.miamidade.gov/parks/bill-sadowski.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{A4A24D63-F5D7-455F-8673-67D5193BDE19},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Bill Sadowski Preserve.pdf,No,No,No,No,No,No,"(25.6082, -80.31921)",17555 SW 79TH AVE,PALMETTO BAY,25.6082,-80.31921,Very Large Park
POINT (-80.44945275424433 25.74697467385975),Bird Basin Park,39,3049080010080,49,33185,305-388-4771,NA,10,837381.99978,514106.99971,Neighborhood Park,Local,MiamiDadePark,County,490801,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{26FB65D1-BD89-4AD0-923D-C8760AF62AE1},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Bird Basin Park.pdf,No,No,No,No,No,No,"(25.74697, -80.44945)",2080 SW 157TH AVE,MIAMI,25.74697,-80.44945,Large Park
POINT (-80.42729274720135 25.7214346676427),Bird Lakes Park,40,3049220270870,50,33175,305-207-1644,NA,8.47,844715.99987,504851.9992,Community Park,Local,MiamiDadePark,County,492202,http://www.miamidade.gov/parks/parks/birdlakes.asp,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{34C995D5-2A7F-40A3-8464-A4C2DB03B211},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Bird Lakes Park.pdf,No,No,No,No,No,No,"(25.72143, -80.42729)",14365 SW 48TH LN,MIAMI,25.72143,-80.42729,Large Park
POINT (-80.50493276368374 25.495714610135057),Biscado Park,41,3078020020540,51,33030,305-233-3150,NA,4.27,819462.99986,422712.99976,Neighborhood Park,Local,MiamiDadePark,County,780201,http://www.miamidade.gov/parks/biscado.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{110076F0-E240-4BD8-9F04-85F6FBA8C951},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Biscado Park.pdf,No,No,No,No,No,No,"(25.49571, -80.50493)",29150 SW 193RD AVE,MIAMI,25.49571,-80.50493,Medium Park
POINT (-80.20209268635527 25.921174723516067),Biscayne Gardens Park,42,3021130020010,52,33169,305-770-3125,NA,3.27,918420.999774,577837.999877,Neighborhood Park,Local,MiamiDadePark,County,211301,http://www.miamidade.gov/parks/biscayne-gardens.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,{CBBE8961-63F1-4516-9CCA-811C77BB43E0},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Biscayne Gardens Park.pdf,No,No,No,No,No,No,"(25.92117, -80.20209)",15951 NW 2ND AVE,MIAMI,25.92117,-80.20209,Medium Park
POINT (-80.16841267602392 25.88218471486095),Biscayne Shores and Gardens Park,43,3022320000020,53,33161,305-770-3125,NA,6.49,929581.000748,563733.999542,Neighborhood Park,Local,MiamiDadePark,County,223203,http://www.miamidade.gov/parks/biscayne-shores-gardens.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,{97846076-AF12-47A7-A6B5-D63CADD5270D},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Biscayne Shores and Gardens Park.pdf,No,No,No,No,No,No,"(25.88218, -80.16841)",11525 NE 14TH AVE,MIAMI,25.88218,-80.16841,Large Park
POINT (-80.33124271567672 25.56222462990741),Biscayne Trail (East Side of canal),44,NA,54,33032,305-233-3150,NA,0,876630.99969,447136.000127,Greenway Park,Area-Wide,MiamiDadePark,County,601001,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{D0B314CE-2DA0-44C0-B5A9-DC07AB4D87C2},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Biscayne Trail (East Side of canal).pdf,No,No,No,No,No,No,"(25.56222, -80.33124)",87TH AVE & OLD CUTLER,CUTLER BAY,25.56222,-80.33124,Small Park
POINT (-80.35035272134455 25.55077462658415),Black Creek Trail (Along C1 Canal),45,3069020000040,55,33189,305-233-3150,NA,0,870351.00044,442945.000635,Greenway Park,Area-Wide,MiamiDadePark,County,600712,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,{43841D0D-6F16-4BB5-8A1A-7B1AFC71C049},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Black Creek Trail (Along C1 Canal).pdf,No,No,No,No,No,No,"(25.55077, -80.35035)",SW 184TH ST TO BLACK CREEK CANAL,CUTLER BAY,25.55077,-80.35035,Small Park
POINT (-80.32689271374491 25.536344622853147),Black Point Park and Marina,46,3060220000021,56,33032,305-258-4092,NA,117.9,878113.99968,437736.999568,Metropolitan Park,Area-Wide,MiamiDadePark,County,602201,http://www.miamidade.gov/parks/black-point-marina.asp,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,{D9D5E604-1098-4CB3-98E7-6E7A959E96B0},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Black Point Park and Marina.pdf,No,No,No,No,No,No,"(25.53634, -80.32689)",24775 SW 87TH AVE,MIAMI,25.53634,-80.32689,Very Large Park
POINT (-80.34726272248139 25.648134651200323),Briar Bay Golf Course,48,3050160330010,58,33176,305-235-6754,NA,39.7,871197.00137,478335.000393,Special Activity Park,Area-Wide,MiamiDadePark,County,501602,http://www.miamidade.gov/parks/briar-bay-golf.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{41811B9A-4681-4DDB-A105-C34E893CE531},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Briar Bay Golf Course.pdf,No,No,No,No,No,No,"(25.64813, -80.34726)",9399 SW 134TH ST,MIAMI,25.64813,-80.34726,Very Large Park
POINT (-80.34355272078216 25.643974650151147),Briar Bay Linear Park,49,3050160300880,59,33176,305-274-9666,NA,10.38,872424.999575,476829.000452,Greenway Park,Area-Wide,MiamiDadePark,County,501604,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{ED7502AB-9614-43C4-88A0-F4D3A633572F},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Briar Bay Linear Park.pdf,No,No,No,No,No,No,"(25.64397, -80.34355)",9275 SW 136TH ST,MIAMI,25.64397,-80.34355,Large Park
POINT (-80.34056272057978 25.650034651463894),Briar Bay Park,50,3050160330030,60,33176,305-274-9666,NA,4.66,873400.999592,479037.000957,Neighborhood Park,Local,MiamiDadePark,County,501603,http://www.miamidade.gov/parks/briar-bay.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{F660D9C9-DDC3-4794-9D5E-2F627957C418},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Briar Bay Park.pdf,No,No,No,No,No,No,"(25.65003, -80.34056)",9000 SW 128TH ST,MIAMI,25.65003,-80.34056,Medium Park
POINT (-80.25495270087805 25.85425470498372),Broadmoor Park,51,3031040063910,61,33147,305-835-7987,NA,1.88,901183.9998,553411.000175,Neighborhood Park,Local,MiamiDadePark,County,310401,http://www.miamidade.gov/parks/broadmoor.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{FFED8881-ACBA-4CE1-8ED7-4580D5649AEC},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Broadmoor Park.pdf,No,No,No,No,No,No,"(25.85425, -80.25495)",8731 NW 35TH CT,MIAMI,25.85425,-80.25495,Medium Park
POINT (-80.2273626914546 25.837484701148593),Broadway Park,52,3031150056280,62,33147,305-694-4889,NA,0.5,910294.00028,547370.00012,Mini Park,Local,MiamiDadePark,County,311512,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,{11D37935-91AB-45FD-A6DF-D1CD75D45B5B},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Broadway Park.pdf,No,No,No,No,No,No,"(25.83748, -80.22736)",6920 NW 18TH AVE,MIAMI,25.83748,-80.22736,Small Park
POINT (-80.39805273562024 25.57934463256669),Charles Burr Park,54,3069110010020,64,33177,305-233-3150,NA,4,854580.00016,453254.00036,Neighborhood Park,Local,MiamiDadePark,County,691101,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{9516591E-D249-44B0-81FE-7BA537A0F2D1},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Charles Burr Park.pdf,No,No,No,No,No,No,"(25.57934, -80.39805)",20200 SW 127TH AVE,MIAMI,25.57934,-80.39805,Medium Park
POINT (-80.41407273972996 25.557674626647806),PLANT,55,3069150000010,65,33170,305-257-0933,NA,69.18,849333.99982,445355.99975,Special Activity Park,Area-Wide,MiamiDadePark,County,691502,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{E1273E7A-C96B-4248-B9AA-A9432F64F0D1},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/PLANT.pdf,No,No,No,No,No,No,"(25.55767, -80.41407)",22200 SW 137TH AVE,MIAMI,25.55767,-80.41407,Very Large Park
POINT (-80.51244276479895 25.419374589116142),Plaza Licenciado Benito Juarez,56,3078340000210,66,33034,305-245-2745,NA,10,817087.000343,394957.99982,Community Park,Local,MiamiDadePark,County,783401,http://www.miamidade.gov/parks/parks/benito_juarez.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,{35D08EA4-898A-4431-8DFA-F82254E2D420},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Plaza Licenciado Benito Juarez.pdf,No,No,No,No,No,No,"(25.41937, -80.51244)",19825 SW 376TH ST,MIAMI,25.41937,-80.51244,Large Park
POINT (-80.39741273448932 25.53344462136117),Princetonian Park,57,3069260000012,67,33032,305-255-2399,NA,6.5,854865.999588,436570.999604,Neighborhood Park,Local,MiamiDadePark,County,692602,http://www.miamidade.gov/parks/princetonian.asp,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,{2B7F113B-4787-4662-AC99-60038E19D787},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Princetonian Park.pdf,No,No,No,No,No,No,"(25.53344, -80.39741)",12755 SW 252ND TER,MIAMI,25.53344,-80.39741,Large Park
POINT (-80.37499272895198 25.594464636945656),Quail Roost Park,58,3060060030070,68,33157,305-233-3150,NA,3.13,862152.99945,458785.000123,Neighborhood Park,Local,MiamiDadePark,County,600601,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{E68E014F-EF58-4EFE-A350-8788BA616FCE},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Quail Roost Park.pdf,No,No,No,No,No,No,"(25.59446, -80.37499)",11336 QUAIL ROOST DR,MIAMI,25.59446,-80.37499,Medium Park
POINT (-80.27284270096526 25.658364655451763),R. Hardy Matheson Preserve,59,351070010020,69,33156,305-655-5475,NA,0,895693.999625,482179.00025,Natural Area Preserve,Area-Wide,MiamiDadePark,County,510704,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{4A22FCB4-05DF-4910-AAF9-C8150D95FF85},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/R. Hardy Matheson Preserve.pdf,No,No,No,No,No,No,"(25.65836, -80.27284)",11191 SNAPPER CREEK RD,CORAL GABLES,25.65836,-80.27284,Small Park
POINT (-80.49228276151462 25.53382461917038),Redland Fruit & Spice Park,60,3068250000190,70,33031,305-247-5727,NA,36.59,823583.000474,436579.99959,Special Activity Park,Area-Wide,MiamiDadePark,County,682501,http://www.fruitandspicepark.org/friends/,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,{E8FAC1FC-5756-487F-963A-A5C78275483B},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Redland Fruit & Spice Park.pdf,No,No,No,No,No,No,"(25.53382, -80.49228)",24801 SW 187TH AVE,MIAMI,25.53382,-80.49228,Very Large Park
POINT (-80.373352729535 25.635144647294915),Richmond Triangle Park,61,3050190010020,71,33176,305-386-0227,NA,0.73,862625.00015,473573.00073,Mini Park,Local,MiamiDadePark,County,501903,http://www.miamidade.gov/parks/richmond-triangle.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{F52A53A5-4021-4352-8B31-BD8D3B5A9499},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Richmond Triangle Park.pdf,No,No,No,No,No,No,"(25.63514, -80.37335)",14375 BOGGS DR,MIAMI,25.63514,-80.37335,Small Park
POINT (-80.33353272615184 25.949304727398896),Spanish Lake,62,3020030311710,72,33015,305-622-2594,NA,6.49,875165.00033,587820.00025,Neighborhood Park,Local,MiamiDadePark,County,200302,http://www.miamidade.gov/parks/spanish-lakes.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{E4BD6E96-0D24-48E7-825A-9FDB03CA7256},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Spanish Lake.pdf,No,No,No,No,No,No,"(25.9493, -80.33353)",19405 NW 82ND AVE,MIAMI,25.9493,-80.33353,Large Park
POINT (-80.31172271352332 25.703584665499825),Sudlow Park,63,3040260090750,73,33143,305-666-5886,NA,1.12,882801.00015,498548.99999,Mini Park,Local,MiamiDadePark,County,402601,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{E6F2D65A-75AA-43D3-860F-56B08D08C81D},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Sudlow Park.pdf,No,No,No,No,No,No,"(25.70358, -80.31172)",7281 SW 72ND ST,MIAMI,25.70358,-80.31172,Medium Park
POINT (-80.42958274689668 25.674414656406466),Sugarwood Park,64,3059030141010,74,33186,305-386-0227,NA,7.72,844036.000251,487759.999916,Neighborhood Park,Local,MiamiDadePark,County,590301,http://www.miamidade.gov/parks/sugarwood.asp,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{1676AE90-876B-4816-B759-330702CAC6D1},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Sugarwood Park.pdf,No,No,No,No,No,No,"(25.67441, -80.42958)",14551 SW 100TH ST,MIAMI,25.67441,-80.42958,Large Park
POINT (-80.24195269620962 25.83730470150604),27th Avenue Teen Center (Boxing),65,3031160000012,75,33147,305-835-7816,NA,1.44,905494.99971,547274.999652,Single Purpose Park,Local,MiamiDadePark,County,311605,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{8C37F524-2D7F-47C7-AE90-CBE5E8126CFB},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/27th Avenue Teen Center (Boxing).pdf,No,No,No,No,No,No,"(25.8373, -80.24195)",6940 NW 27TH AVE,MIAMI,25.8373,-80.24195,Medium Park
POINT (-80.19902268488865 25.850664705014395),Soar Park,66,3031120000011,76,33150,305-757-8172,NA,2.9,919587.000067,552216.99961,Community Park,Local,MiamiDadePark,County,311205,http://www.miamidade.gov/parks/parks/soar.asp,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{C255E3F0-4A11-4138-89C6-08B0DB38B3CC},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Soar Park.pdf,No,No,No,No,No,No,"(25.85066, -80.19902)",120 NW 83RD ST,MIAMI,25.85066,-80.19902,Medium Park
POINT (-80.4562627503609 25.505584612781487),South Dade Park,67,3079050000162,77,33033,305-247-9453,NA,8.61,835501.99993,426365.000331,Community Park,Local,MiamiDadePark,County,790503,http://www.miamidade.gov/parks/south-dade.asp,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,{07B10505-BC94-4245-B6A9-612F7D287CFF},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/South Dade Park.pdf,No,No,No,No,No,No,"(25.50558, -80.45626)",16350 SW 280TH ST,MIAMI,25.50558,-80.45626,Large Park
POINT (-80.37944273044292 25.5732446314464),South Miami Heights Park,68,3060070000022,78,33177,305-233-3150,NA,5.67,860722.999029,451064.99949,Neighborhood Park,Local,MiamiDadePark,County,600704,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{AFC2037E-AAC8-4D0F-A586-F5962691F195},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/South Miami Heights Park.pdf,No,No,No,No,No,No,"(25.57324, -80.37944)",20800 SW 117TH AVE,MIAMI,25.57324,-80.37944,Large Park
POINT (-80.38979273646423 25.738224672804858),Southern Estates Park,69,3049130000051,79,33175,305-222-2194,NA,7.82,857035.0005,511011.99967,Neighborhood Park,Local,MiamiDadePark,County,491301,http://www.miamidade.gov/parks/southern-estates.asp,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,{0E4995FE-2E93-4183-9476-2B93BD56C1E8},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Southern Estates Park.pdf,No,No,No,No,No,No,"(25.73822, -80.38979)",12199 SW 34TH ST,MIAMI,25.73822,-80.38979,Large Park
POINT (-80.16015266968138 25.736294677087464),Virginia Key,70,3042200000010,80,33149,NA,NA,73.23,932634.999562,510723.999591,Metropolitan Park,Area-Wide,MiamiDadePark,County,422001,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{2464DCBE-36EB-480E-AF19-3B4FA3499C44},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Virginia Key.pdf,No,No,No,No,No,No,"(25.73629, -80.16015)",3701 RICKENBACKER CSWY,MIAMI,25.73629,-80.16015,Very Large Park
POINT (-80.36939272759052 25.634234647079964),Walter A.White Park,71,3050190010430,81,33176,305-235-4503,NA,1.75,863930.999503,473249.000722,Neighborhood Park,Local,MiamiDadePark,County,501902,http://www.miamidade.gov/parks/walter-white.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{2EFF8B7E-C458-4AD2-BFEE-ACAD4E2BBC3C},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Walter A.White Park.pdf,No,No,No,No,No,No,"(25.63423, -80.36939)",10804 PERRY DR,MIAMI,25.63423,-80.36939,Medium Park
POINT (-80.43648274881483 25.680654656936632),Water Oaks Park,72,3059040022570,82,33196,305-386-0917,NA,5,841755.00022,490019.00032,Neighborhood Park,Local,MiamiDadePark,County,590400,http://www.miamidade.gov/parks/water-oaks.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,{E87FCE9B-25D8-413E-BADC-EED188E4A39F},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Water Oaks Park.pdf,No,No,No,No,No,No,"(25.68065, -80.43648)",9100 HAMMOCKS BLVD,MIAMI,25.68065,-80.43648,Medium Park
POINT (-80.42986274817748 25.706624664892374),West Kendale Lakes Park,73,3049270021150,83,33183,305-385-4750,NA,5.02,843892.999881,499468.00012,Neighborhood Park,Local,MiamiDadePark,County,492702,http://www.miamidade.gov/parks/west-kendale.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,{394C32C0-5C44-477A-987E-3B7173C8FADA},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/West Kendale Lakes Park.pdf,No,No,No,No,No,No,"(25.70662, -80.42986)",6400 KENDALE LAKES DR,MIAMI,25.70662,-80.42986,Large Park
POINT (-80.33561271949667 25.667264656949015),Killian Library Park,74,3050090380010,84,33176,786-315-5252,NA,3.42,875001.14731,485306.38376,Mini Park,Local,MiamiDadePark,County,500902,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{EC2A0DFD-EF21-4A0D-AD08-97ACC678DD2F},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Killian Library Park.pdf,No,No,No,No,No,No,"(25.66726, -80.33561)",1161 SW 87TH CT,MIAMI,25.66726,-80.33561,Medium Park
